Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_New,Item_Category,Outlet_Years,Price_per_Unitwt,MRP_group,Item_Outlet_Sales
NCP30,20.5,No_Fat,0.032741422,Household,40.4822,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,1.97,low,589.233
FDW19,12.35,Regular,0.038560279,Fruits and Vegetables,109.857,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,8.9,medium,1208.427
FDF41,12.15,Low Fat,0.130544568,Frozen Foods,248.046,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,20.42,very_high,7883.072
DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.4396,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,6,38.06,high,2616.594
NCP14,8.275,No_Fat,0.110913601,Household,106.3306,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,12.85,medium,1254.3672
FDK44,16.6,Low Fat,0.121635591,Fruits and Vegetables,175.4738,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,10.57,high,2954.1546
DRA59,8.27,Regular,0.128449055,Soft Drinks,186.5924,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,DR,1,22.56,high,4442.2176
FDC28,7.905,Low Fat,0.055098434,Frozen Foods,109.2254,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,13.82,medium,976.7286
NCO53,16.2,No_Fat,0.153415497625,Health and Hygiene,182.1608,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,11.24,high,3123.9336
FDY55,16.75,Low Fat,0.05432453144444445,Fruits and Vegetables,258.3988,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,15.43,very_high,256.9988
NCS54,13.6,No_Fat,0.010013429,Household,176.437,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,12.97,high,4587.362
NCM07,9.395,No_Fat,0.040187877,Others,85.6908,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,NC,3,9.12,medium,1593.9252
FDQ19,7.35,Regular,0.024044279,Fruits and Vegetables,241.0512,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,32.8,very_high,242.3512
FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.319,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,2.5,low,292.952
FDC14,14.5,Regular,0.041214746,Canned,42.0454,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,2.9,low,629.181
FDR12,12.6,Regular,0.031663212,Baking Goods,173.2764,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,13.75,high,1030.6584
FDM60,10.8,Regular,0.0453860806,Baking Goods,39.3138,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,3.64,low,1015.345
FDG26,18.85,Low Fat,0.042716162,Canned,257.833,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,13.68,very_high,3332.329
NCL55,12.15,No_Fat,0.06479182,Others,254.004,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,NC,8,20.91,very_high,2277.036
FDO21,11.6,Regular,0.009761175,Snack Foods,226.9404,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,19.56,very_high,1800.3232
NCG18,15.3,No_Fat,0.02295878,Household,101.6332,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,6.64,medium,1845.5976
FDA27,20.35,Regular,0.030927632,Dairy,256.8672,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,12.62,very_high,3579.3408
DRG03,14.5,Low Fat,0.103752817,Dairy,155.1998,OUT010,Small,Tier 3,Grocery Store,Perishable,DR,12,10.7,high,307.5996
FDC22,6.89,Regular,0.136428395,Snack Foods,193.982,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,28.15,high,1737.738
FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,7.32,medium,108.5254
FDN50,16.85,Regular,0.026627857,Canned,93.712,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,5.56,medium,745.696
DRF27,8.93,Low Fat,0.028393624,Dairy,153.434,OUT013,High,Tier 3,Supermarket Type1,Perishable,DR,23,17.18,high,1378.206
FDW57,8.31,Regular,0.116331694,Snack Foods,176.9028,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,21.29,high,3010.7476
FDM34,19.0,Low Fat,0.112893408,Snack Foods,131.0626,OUT010,Small,Tier 3,Grocery Store,Not_Sure,FD,12,6.9,medium,524.6504
FDZ39,19.7,Regular,0.017937483,Meat,103.499,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,5.25,medium,1547.985
FDU28,19.2,Regular,0.164438907,Frozen Foods,188.4214,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,FD,25,9.81,high,376.8428
FDQ27,5.19,Regular,0.044252621,Meat,102.599,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,19.77,medium,1651.184
FDQ52,17.0,Low Fat,0.120060274,Frozen Foods,246.5434,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,14.5,very_high,4470.1812
FDT51,11.65,Regular,0.010909704,Meat,110.8544,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,9.52,medium,1677.816
NCI30,20.25,No_Fat,0.059055045,Household,247.346,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,12.21,very_high,1970.768
NCX29,10.0,No_Fat,0.149223055,Health and Hygiene,145.8102,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,14.58,high,874.8612
FDX38,10.5,Regular,0.084404264,Dairy,49.5376,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,4.72,low,143.8128
FDO08,11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,14.95,high,2631.2416
FDM15,11.8,Regular,0.057655493,Meat,152.6366,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,12.94,high,1662.5026
FDW22,9.695,Regular,0.030413777,Snack Foods,221.3114,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,22.83,very_high,2217.114
FDT08,13.65,Low Fat,0.049496899,Fruits and Vegetables,151.505,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,11.1,high,2846.295
FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,7.92,high,2669.1922
NCI06,11.3,No_Fat,0.047912071,Household,179.866,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,15.92,high,1258.362
FDR21,19.7,Low Fat,0.066611321,Snack Foods,178.237,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,9.05,high,3705.177
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,6.31,medium,2651.2156
FDZ02,6.905,Regular,0.03822479,Dairy,99.8726,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,14.46,medium,587.2356
FDH47,13.5,Regular,0.129016487,Starchy Foods,98.4068,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,7.29,medium,1846.9292
FDM58,16.85,Regular,0.080141165,Snack Foods,111.4544,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,6.61,medium,2013.3792
FDG09,20.6,Regular,0.0480335,Fruits and Vegetables,188.2556,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,9.14,high,3755.112
FDO27,6.175,Regular,0.179355893,Meat,94.1752,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,15.25,medium,575.2512
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8418,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,7.94,high,2059.9852
FDK34,13.35,Low Fat,0.038519399,Snack Foods,236.8564,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,17.74,very_high,5005.4844
NCX54,9.195,No_Fat,0.047827139,Household,105.3622,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,11.46,medium,3387.5904
FDL14,8.115,Regular,0.032208865,Canned,154.9972,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,19.1,high,3739.1328
FDA13,15.85,Low Fat,0.078874948,Canned,37.4506,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,2.36,low,303.6048
FDS11,7.05,Regular,0.097275777,Breads,223.9088,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,31.76,very_high,223.7088
FDT43,16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8324,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,3.11,low,1298.31
FDR07,21.35,Low Fat,0.078060605,Fruits and Vegetables,96.0094,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,4.5,medium,380.8376
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.846,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,20.23,very_high,4434.228
DRM23,16.6,Low Fat,0.135944247,Hard Drinks,172.0422,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,DR,11,10.36,high,2586.633
FDO52,11.6,Regular,0.077478931,Frozen Foods,170.3106,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,14.68,high,4277.765
FDD10,20.6,Regular,0.046114018,Snack Foods,178.2344,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,8.65,high,1070.6064
FDN38,6.615,Regular,0.161030847,Canned,251.2408,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,FD,25,37.98,very_high,1001.3632
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5366,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,7.44,high,2871.5954
FDZ03,13.65,Regular,0.075609201875,Dairy,186.024,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,13.63,high,4287.752
FDD03,13.3,Low Fat,0.080257683,Dairy,232.63,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,17.49,very_high,1864.24
NCW18,15.1,No_Fat,0.059037538,Household,237.7248,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,15.74,very_high,2607.2728
DRG36,14.15,Low Fat,0.094916347,Soft Drinks,172.3106,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,DR,25,12.18,high,4277.765
FDT43,16.35,Low Fat,0.034393057,Fruits and Vegetables,50.8324,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,3.11,low,155.7972
NCU17,5.32,No_Fat,0.093261677,Health and Hygiene,100.9674,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,18.98,medium,1222.4088
FDH50,15.0,Regular,0.16143544,Canned,185.1266,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,12.34,high,2766.399
FDU57,8.27,Regular,0.089479661,Snack Foods,148.6708,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,17.98,high,2106.5912
FDA56,9.21,Low Fat,0.008722342,Fruits and Vegetables,123.5414,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,13.41,medium,4508.1318
FDZ15,13.1,Low Fat,0.020988798,Dairy,117.7782,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,8.99,medium,1191.782
FDY51,12.5,Low Fat,0.081260969,Meat,221.7798,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,17.74,very_high,3085.3172
DRF03,19.1,Low Fat,0.045308131,Dairy,42.5138,OUT046,Small,Tier 1,Supermarket Type1,Perishable,DR,13,2.23,low,649.8208
NCV06,11.3,No_Fat,0.06705851,Household,194.0478,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,17.17,high,3293.7126
FDA21,13.65,Low Fat,0.035930784,Snack Foods,184.4924,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,13.52,high,9069.5276
NCQ53,17.6,No_Fat,0.018813776,Health and Hygiene,235.259,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,13.37,very_high,5672.616
NCO29,11.15,No_Fat,0.032099989,Health and Hygiene,164.1526,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,14.72,high,2960.1468
FDT26,18.85,Regular,0.06823032,Dairy,121.044,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,6.42,medium,1557.972
FDI21,5.59,Regular,0.056592115,Snack Foods,65.0168,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,11.63,low,447.4176
NCI55,18.6,No_Fat,0.012643035,Household,119.8414,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,6.44,medium,365.5242
FDZ04,9.31,Low Fat,0.063529046,Frozen Foods,63.751,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,6.85,low,126.502
FDL27,6.17,Low Fat,0.010630949,Meat,65.9826,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,10.69,low,1162.4868
FDS45,5.175,Regular,0.029490377,Snack Foods,107.6622,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,20.8,medium,2858.2794
NCG43,20.2,No_Fat,0.129983688,Household,93.0462,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,NC,25,4.61,medium,185.0924
FDU28,19.2,Regular,0.094300933,Frozen Foods,187.5214,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,9.77,high,1695.7926
FDO20,12.85,Regular,0.152001201,Fruits and Vegetables,252.3382,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,19.64,very_high,6056.1168
NCG55,16.25,No_Fat,0.039113587,Household,116.0176,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,7.14,medium,1488.7288
NCM42,6.13,No_Fat,0.02848169,Household,110.4912,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,18.02,medium,1310.2944
NCG07,12.3,No_Fat,0.05271592,Household,189.653,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,15.42,high,569.259
NCQ29,12.0,No_Fat,0.182493512,Health and Hygiene,258.8278,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,NC,25,21.57,very_high,1041.3112
NCV05,10.1,No_Fat,0.050562853,Health and Hygiene,153.3656,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,15.18,high,463.3968
NCO02,11.15,No_Fat,0.07366703,Others,66.2142,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,NC,1,5.94,low,131.8284
FDH19,19.35,Low Fat,0.03322326,Meat,172.0738,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,8.89,high,3301.7022
DRG13,17.25,Low Fat,0.037396492,Soft Drinks,165.6526,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,3,9.6,high,1808.9786
FDI57,19.85,Low Fat,0.054015429,Seafood,196.3768,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,9.89,high,4138.6128
FDX51,9.5,Regular,0.02210346,Meat,194.7452,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,20.5,high,1370.2164
FDW33,9.395,Low Fat,0.099274694,Snack Foods,104.528,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,11.13,medium,852.224
DRE12,4.59,Low Fat,0.070721656,Soft Drinks,113.286,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,24.68,medium,1471.418
FDY31,5.98,Low Fat,0.043554614,Fruits and Vegetables,148.2418,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,24.79,high,2354.2688
FDR31,6.46,Regular,0.04923932,Fruits and Vegetables,144.4102,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,22.35,high,4374.306
FDS55,7.02,Low Fat,0.08114883,Fruits and Vegetables,146.8734,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,20.92,high,3563.3616
DRL60,8.52,Low Fat,0.027054244,Soft Drinks,151.5682,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,6,17.79,high,3506.7686
FDW55,12.6,Regular,0.036773101,Fruits and Vegetables,250.3092,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,19.87,very_high,249.0092
FDT11,5.94,Regular,0.049163321,Breads,186.4556,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,31.39,high,563.2668
FDO50,16.25,Low Fat,0.078168739,Canned,91.3804,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,5.62,medium,1653.8472
FDD28,10.695,Low Fat,0.05337973,Frozen Foods,56.7904,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,5.31,low,1113.2176
FDN28,5.88,Regular,0.030418998,Frozen Foods,103.099,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,17.53,medium,1341.587
FDS35,9.3,Low Fat,0.111673587,Breads,65.7826,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,7.07,low,968.739
FDB38,19.5,Regular,0.027341529,Canned,158.292,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,8.12,high,3994.8
FDT07,5.82,Regular,0.077634044,Fruits and Vegetables,256.433,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,44.06,very_high,3844.995
FDC53,8.68,Low Fat,0.008835694,Frozen Foods,96.5384,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,11.12,medium,1182.4608
NCT41,15.7,No_Fat,0.055990291,Health and Hygiene,153.2024,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,9.76,high,3795.06
FDR40,9.1,Regular,0.00799548,Frozen Foods,78.5618,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,8.63,medium,2255.7304
FDH32,12.8,Low Fat,0.076369874,Fruits and Vegetables,97.241,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,7.6,medium,1448.115
FDN60,15.1,Low Fat,0.095351065,Baking Goods,158.6604,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,10.51,high,2535.3664
FDR33,7.31,Low Fat,0.026783871,Snack Foods,108.157,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,14.8,medium,1098.57
FDB59,18.25,Low Fat,0.01520491,Snack Foods,197.2084,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,10.81,high,4166.5764
FDS07,12.35,Low Fat,0.099757833,Fruits and Vegetables,113.9518,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,9.23,medium,910.8144
FDD02,16.6,Low Fat,0.0423816885,Canned,117.3124,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,7.07,medium,2014.7108
FDH05,14.35,Regular,0.090896452,Frozen Foods,231.2984,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,16.12,very_high,6024.1584
FDR04,7.075,Low Fat,0.022602061,Frozen Foods,98.1068,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,13.87,medium,1458.102
DRJ47,18.25,Low Fat,0.044250304,Hard Drinks,174.708,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,DR,13,9.57,high,2423.512
FDW50,13.1,Low Fat,0.075885921,Dairy,165.1158,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,12.6,high,1504.0422
NCJ17,7.68,No_Fat,0.153177941,Health and Hygiene,85.2224,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,11.1,medium,1278.336
FDH60,19.7,Regular,0.06956604933333334,Baking Goods,197.911,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,10.05,high,1767.699
DRL60,8.52,Low Fat,0.027114238,Soft Drinks,151.9682,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,17.84,high,1677.1502
FDS32,17.75,Regular,0.049634572,Fruits and Vegetables,140.2838,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,7.9,high,280.9676
FDM58,16.85,Regular,0.059170157333333334,Snack Foods,112.2544,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,6.66,medium,3914.904
FDK10,5.785,Regular,0.040587146,Snack Foods,180.366,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,31.18,high,1258.362
NCS30,5.945,No_Fat,0.093008616,Household,127.8652,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,21.51,medium,2195.8084
FDY15,18.25,Regular,0.17179432,Dairy,154.663,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,8.47,high,2659.871
FDC53,8.68,Low Fat,0.008828341,Frozen Foods,99.9384,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,11.51,medium,689.7688
FDK45,11.65,Low Fat,0.033858187,Seafood,113.386,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,9.73,medium,2603.278
FDH26,19.25,Regular,0.034841089,Canned,141.1496,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,7.33,high,282.2992
NCW06,16.2,No_Fat,0.08425957,Household,192.3162,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,11.87,high,769.6648
FDV37,13.0,Regular,0.083444376,Canned,195.8426,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,15.06,high,4152.5946
FDB52,17.75,Low Fat,0.030497325,Dairy,256.9672,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,14.48,very_high,1534.0032
FDF41,12.15,Low Fat,0.131179812,Frozen Foods,245.246,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,20.18,very_high,3202.498
FDA39,6.32,Low Fat,0.012737719,Meat,38.5822,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,6.1,low,353.5398
FDE56,17.25,Regular,0.159165324,Fruits and Vegetables,63.4194,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,3.68,low,1547.985
FDC56,7.72,Low Fat,0.122015744,Fruits and Vegetables,121.744,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,15.77,medium,2277.036
FDT26,18.85,Regular,0.068091318,Dairy,120.644,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,6.4,medium,3475.476
FDR21,19.7,Low Fat,0.067314073,Snack Foods,175.137,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,8.89,high,2822.992
FDC14,14.5,Regular,0.041249072,Canned,40.5454,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,2.8,low,1216.4166
FDI32,17.7,Low Fat,0.174340475,Fruits and Vegetables,116.6834,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,6.59,medium,3570.6854
FDI02,15.7,Regular,0.11454343,Canned,113.7202,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,7.24,medium,3263.0858
FDE22,9.695,Low Fat,0.029693277,Snack Foods,159.792,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,16.48,high,2716.464
FDW26,11.8,Regular,0.107057186,Dairy,224.1772,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,19.0,very_high,3558.0352
FDA36,5.985,Low Fat,0.009921107,Baking Goods,183.6924,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,FD,25,30.69,high,555.2772
NCS06,7.935,No_Fat,0.031583053,Household,260.991,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,32.89,very_high,7100.757
NCX05,15.2,No_Fat,0.097043739,Health and Hygiene,116.8492,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,7.69,medium,2664.5316
FDU19,8.77,Regular,0.046762633,Fruits and Vegetables,170.8422,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,19.48,high,1724.422
FDA49,19.7,Low Fat,0.064909488,Canned,88.5198,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,4.49,medium,1308.297
NCZ42,10.5,No_Fat,0.011305479,Household,235.5248,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,22.43,very_high,4740.496
FDX32,15.1,Regular,0.0974448714,Fruits and Vegetables,146.2786,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,9.69,high,433.4358
FDR01,5.405,Regular,0.053576661,Canned,200.5742,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,37.11,high,2388.8904
FDQ15,20.35,Regular,0.150947728,Meat,81.0276,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,3.98,medium,1868.2348
FDQ14,9.27,Low Fat,0.10818157,Dairy,149.605,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,16.14,high,449.415
FDS56,5.785,Regular,0.038749536,Fruits and Vegetables,262.0252,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,45.29,very_high,4459.5284
DRJ24,11.8,Low Fat,0.113790879,Soft Drinks,185.3924,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,DR,1,15.71,high,370.1848
FDG52,13.65,Low Fat,0.065313024,Frozen Foods,47.1402,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,3.45,low,1516.0266
FDF59,12.5,Low Fat,0.0742822692,Starchy Foods,127.102,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,10.17,medium,253.004
DRM49,6.11,Regular,0.152813518,Soft Drinks,45.6086,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,3,7.46,low,1025.9978
NCP02,7.105,No_Fat,0.044771473,Household,58.2562,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,8.2,low,592.562
FDW13,8.5,Low Fat,0.098083231,Canned,50.3324,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,5.92,low,675.1212
FDV12,16.7,Regular,0.06121901,Baking Goods,100.0384,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,5.99,medium,1970.768
FDH14,17.1,Regular,0.047073322,Canned,138.6838,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,8.11,high,2950.1598
FDQ20,8.325,Low Fat,0.029953314,Fruits and Vegetables,39.5138,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,4.75,low,568.5932
